graph_assertion_id_a,graph_assertion_id_b,setup_a,setup_b,first_seen_version
e5_llama::TRAM2::RAG::tram2_19__s143::T1219,e5_mistral::TRAM2::RAG::tram2_19__s143::T1219,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s143::T1219,gteqwen_mistral::TRAM2::RAG::tram2_19__s143::T1219,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s143::T1219,gteqwen_mistral::TRAM2::RAG::tram2_19__s143::T1219,e5_mistral,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s144::T1056.001,e5_mistral::TRAM2::RAG::tram2_19__s144::T1056.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s144::T1056.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s144::T1056.001,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s144::T1056.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s144::T1056.001,e5_mistral,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s144::T1113,e5_mistral::TRAM2::RAG::tram2_19__s144::T1113,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s144::T1113,gteqwen_mistral::TRAM2::RAG::tram2_19__s144::T1113,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s144::T1113,gteqwen_mistral::TRAM2::RAG::tram2_19__s144::T1113,e5_mistral,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s154::T1056.001,e5_mistral::TRAM2::RAG::tram2_19__s154::T1056.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s156::T1056.001,e5_mistral::TRAM2::RAG::tram2_19__s156::T1056.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s159::T1190,gteqwen_llama::TRAM2::RAG::tram2_19__s159::T1190,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s16::T1566.001,e5_mistral::TRAM2::RAG::tram2_19__s16::T1566.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s166::T1016,gteqwen_llama::TRAM2::RAG::tram2_19__s166::T1016,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s170::T1090,e5_mistral::TRAM2::RAG::tram2_19__s170::T1090,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_llama::TRAM2::RAG::tram2_19__s170::T1090,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_mistral::TRAM2::RAG::tram2_19__s170::T1090,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_phi35::TRAM2::RAG::tram2_19__s170::T1090,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_llama::TRAM2::RAG::tram2_19__s170::T1090,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_mistral::TRAM2::RAG::tram2_19__s170::T1090,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_phi35::TRAM2::RAG::tram2_19__s170::T1090,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_mistral::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_phi35::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_phi35::TRAM2::RAG::tram2_19__s170::T1090,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s180::T1566.001,e5_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s180::T1566.001,e5_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_19__s180::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,e5_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_19__s180::T1566.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_19__s180::T1566.001,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s180::T1566.001,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1204.002,e5_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1204.002,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1204.002,e5_mistral,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1204.002,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1566.001,e5_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_19__s181::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1566.001,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_19__s181::T1566.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1566.001,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s181::T1566.001,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s186::T1059.003,e5_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s186::T1059.003,e5_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s186::T1059.003,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,e5_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s186::T1059.003,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s186::T1059.003,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_phi35::TRAM2::RAG::tram2_19__s186::T1059.003,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s187::T1059.003,e5_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s187::T1059.003,e5_phi35::TRAM2::RAG::tram2_19__s187::T1059.003,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s187::T1059.003,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,e5_phi35::TRAM2::RAG::tram2_19__s187::T1059.003,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s187::T1059.003,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_llama::TRAM2::RAG::tram2_19__s187::T1059.003,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,e5_phi35,gteqwen_mistral,v5.0
gteqwen_llama::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_mistral::TRAM2::RAG::tram2_19__s187::T1059.003,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s187::T1106,gteqwen_llama::TRAM2::RAG::tram2_19__s187::T1106,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1204.002,e5_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1204.002,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s190::T1204.002,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1204.002,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s190::T1204.002,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s190::T1204.002,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1547.001,e5_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1547.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1547.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s190::T1547.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s191::T1547.001,e5_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_llama::TRAM2::RAG::tram2_19__s191::T1547.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_llama::TRAM2::RAG::tram2_19__s191::T1547.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s191::T1547.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_19__s192::T1053.005,e5_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s192::T1053.005,e5_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_llama::TRAM2::RAG::tram2_19__s192::T1053.005,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,e5_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_llama::TRAM2::RAG::tram2_19__s192::T1053.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_llama::TRAM2::RAG::tram2_19__s192::T1053.005,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_phi35::TRAM2::RAG::tram2_19__s192::T1053.005,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s193::T1548.002,e5_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s193::T1548.002,e5_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_llama::TRAM2::RAG::tram2_19__s193::T1548.002,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,e5_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_llama::TRAM2::RAG::tram2_19__s193::T1548.002,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_llama::TRAM2::RAG::tram2_19__s193::T1548.002,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_phi35::TRAM2::RAG::tram2_19__s193::T1548.002,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s194::T1140,e5_mistral::TRAM2::RAG::tram2_19__s194::T1140,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s194::T1140,e5_phi35::TRAM2::RAG::tram2_19__s194::T1140,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_llama::TRAM2::RAG::tram2_19__s194::T1140,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_mistral::TRAM2::RAG::tram2_19__s194::T1140,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_phi35::TRAM2::RAG::tram2_19__s194::T1140,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s194::T1140,e5_phi35::TRAM2::RAG::tram2_19__s194::T1140,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_llama::TRAM2::RAG::tram2_19__s194::T1140,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_mistral::TRAM2::RAG::tram2_19__s194::T1140,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_phi35::TRAM2::RAG::tram2_19__s194::T1140,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_llama::TRAM2::RAG::tram2_19__s194::T1140,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_mistral::TRAM2::RAG::tram2_19__s194::T1140,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_phi35::TRAM2::RAG::tram2_19__s194::T1140,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_mistral::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_phi35::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_phi35::TRAM2::RAG::tram2_19__s194::T1140,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s195::T1562.001,e5_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_llama::TRAM2::RAG::tram2_19__s195::T1562.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s195::T1562.001,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_llama::TRAM2::RAG::tram2_19__s195::T1562.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s195::T1562.001,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_phi35::TRAM2::RAG::tram2_19__s195::T1562.001,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG::tram2_19__s196::T1070.004,e5_mistral::TRAM2::RAG::tram2_19__s196::T1070.004,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_19__s196::T1070.004,e5_phi35::TRAM2::RAG::tram2_19__s196::T1070.004,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG::tram2_19__s196::T1070.004,gteqwen_llama::TRAM2::RAG::tram2_19__s196::T1070.004,e5_llama,gteqwen_llama,v4.0
