dataset,doc_id,sent_idx,sentence,sentence_id,first_seen_version
AnnoCTR,bosch_10,7,"![](https://lab52.io/blog/wp-content/uploads/2021/05/chain-1-1024x629.png) Infection Chain Among these different scripts, most of them trying to disable typical AntiVirus solutions, there is one implementing a technique a little more advanced than the rest of the techniques, known as Reflection Assembly, and consisting of the creation of binary payloads as byte arrays in Powershell and then loading them using a puppet process injection within the memory of process “C:\Windows\Microsoft.NET\Framework\v4.0.30319\cvtres.exe” as shown in the following screenshot, or in “C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe”, depending on the results of some previous checks",bosch_10__s7,v1.0
AnnoCTR,bosch_10,8,"![](https://lab52.io/blog/wp-content/uploads/2021/05/Screenshot-from-2021-05-14-09-39-46-1024x60.png)Reflected Assembly Process injection After dumping this binary content into respective files, we could identify two Dynamic Libraries written in .NET, one of them used as a loader for the other, which happens to be the final malicious Remote Access Trojan (RAT)",bosch_10__s8,v1.0
AnnoCTR,bosch_10,9,"According to [360 Total Security researchers](https://blog.360totalsecurity.com/en/new-infection-chain-of-njrat-variant/), some similar techniques were spotted loading a Delphi version of the njRAT in July 2020, by what it seemed to be an Arabic speaker actor",bosch_10__s9,v1.0
AnnoCTR,bosch_10,10,"Even though in both cases the binary files have resulted in Dynamic Libraries and same loading technique, in this occasion both binaries were identified as written in .NET",bosch_10__s10,v1.0
AnnoCTR,bosch_10,11,"Furthermore, the RAT used in this scenario was Lime-RAT, a modified version of njRAT",bosch_10__s11,v1.0
AnnoCTR,bosch_10,12,"When taking a closer look at the final stage in order to identify the final Command and Control server, we found another interesting element",bosch_10__s12,v1.0
AnnoCTR,bosch_10,13,"This actor chose the domain “santiagonasar.]duckdns.org”, which is actually the name of the main character of Chronicle of a Death Foretold (Crónica de una muerte anunciada), a great novel written by Gabriel García Márquez, Colombian writer",bosch_10__s13,v1.0
AnnoCTR,bosch_10,14,"But the passion for literature of our friends was not only reflected in the domain name, but also in the chosen port: 1984",bosch_10__s14,v1.0
AnnoCTR,bosch_10,15,"Although the aforementioned book was published in 1983, our first impression was to think of this name as a reference to the novel written by George Orwell, named “1984”",bosch_10__s15,v1.0
AnnoCTR,bosch_10,16,"Despite having seen the string “ALOSH” repetitively through the different stages, suggesting that this could be an individual going by this nickname, it is worth mentioning the fact that the APT group referred as APT-C-36, or Blind Eagle, have been spotted many times using this same toolset including LimeRAT, targeting same geographic area through phishing emails written in perfect Spanish, and also using Duckdns as part of their infrastructure",bosch_10__s16,v1.0
AnnoCTR,bosch_10,17,"After a quick research on previous DNS resolutions of the final C2, we could identify related documents contacting the same IP, referring to Colombia and the use of the word “Cacha”, which could be a way of saying “friend” or “brother” in Colombia, among other meanings in Spanish",bosch_10__s17,v1.0
AnnoCTR,bosch_10,18,"These relations, added to the Spanish literary culture, would clearly indicate a focus in Colombia",bosch_10__s18,v1.0
AnnoCTR,bosch_10,19,"![](https://lab52.io/blog/wp-content/uploads/2021/05/Screenshot-from-2021-05-14-16-18-35.png) Previous domains resolving to same IP ![](https://lab52.io/blog/wp-content/uploads/2021/05/Screenshot-from-2021-05-14-16-32-41-1024x106.png) Different execution parents Lastly, after another quick search on different binary executables contacting this same C2, we found different forms of packed malware samples using strings in Asian and Cyrillic encoding, with a noisier obfuscation",bosch_10__s19,v1.0
AnnoCTR,bosch_10,20,"About these samples, we noticed that the attacker could have been only rotating the contacted port (4433, 1986, 2000) which could be enough to mislead an automated sandbox identifying the host as dead",bosch_10__s20,v1.0
AnnoCTR,bosch_10,21,"The cached analysis in shodan.io would also show that the server might only have one port open at a time, which would support the idea of the attacker rotating ports for every campaign while reusing same C2 infrastructure",bosch_10__s21,v1.0
AnnoCTR,bosch_10,22,![](https://lab52.io/blog/wp-content/uploads/2021/05/Screenshot-from-2021-05-17-12-47-44.png) C2 check in shodan.io IOCs | 0d7abdd154b96c36680719ef15d81c64a0a12276a5d1ec8d9ec0bffd45545d6 |  | | ff525bc3aade928db718dab395eeba0f886054c889dda2389a51628d58924ff5 |  | | 0a9a1e043d8138bb8fb257f07ac80c0fb8287eec1c131efff3a4302b13ec78c3 |  | | https://onedrive.live.]com/download?cid=A4F059D1DE692167&resid=A4F059D1DE692167%21107&authkey=AOG1a9Z-hUIFbhI |  | | https://nyc008.hawkhost.]com/~invoixec/ |  | | https://ia601509.us.archive.]org/20/items/3\_20210512\_20210512\_1430/3.txt |  | | https://ia601509.us.archive.]org/28/items/1\_20210512\_20210512\_1427/1.txt |  | | santiagonasar.]duckdns.org |  | | santiagonasar2.]duckdns.org |  | | cachanuevo.]duckdns.org |  | | 2021cacha.]duckdns.org |  | | enviocacha.]duckdns.org |  | | sosht.]duckdns.org |  | | 172.96.187.2 |  | | 181.141.0.30 |  | References <https://twitter.com/1ZRR4H/status/1392789216141004802> <https://blog.360totalsecurity.com/en/new-infection-chain-of-njrat-variant/>,bosch_10__s22,v1.0
AnnoCTR,bosch_11,0,"Quick review of Babuk ransomware builder July 05, 2021 Last week, the builder for the Babuk ransomware family was leaked online",bosch_11__s0,v1.0
AnnoCTR,bosch_11,1,Lab52 has obtained and analyzed this builder sample determining that it is very likely to be authentic,bosch_11__s1,v1.0
AnnoCTR,bosch_11,2,"After their recent official move from Ransomware as a Service to data leaks extortions, someone uploaded to [virusTotal](https://www.virustotal.com/gui/file/82e560a078cd7bb4472d5af832a04c4bc8f1001bac97b1574efe9863d3f66550) the ransomware builder for unknown reasons, and it was soon identified as such by British researcher [Kevin Beaumont](https://twitter.com/GossiTheDog/status/1409121823376117772)",bosch_11__s2,v1.0
AnnoCTR,bosch_11,3,"![](https://lab52.io/blog/wp-content/uploads/2021/07/01-1.png) Content of Babuk builder leak What we first find is builder.exe, along with 2 other Windows executable files with .bin extension, 4 different Unix executables, and note.txt",bosch_11__s3,v1.0
AnnoCTR,bosch_11,4,"At a first test, we could see how we have to tell builder.exe the output folder as an argument, and we noticed that the files generated were similar to the builder folder files",bosch_11__s4,v1.0
AnnoCTR,bosch_11,5,"![](https://lab52.io/blog/wp-content/uploads/2021/07/02.png) Babuk builder usage ![](https://lab52.io/blog/wp-content/uploads/2021/07/03-1.png) Babuk builder output After the successful execution, we get the two eliptic curve keys generated for encryption, 3 encryption executables for Windows, ARM-based NAS decives, and VMWare ESXi servers respectively, together with its corresponding decryption executables",bosch_11__s5,v1.0
AnnoCTR,bosch_11,6,"One interesting thing that we found after these firsts test was that builder.exe would look for its files in the folder from where it is called, causing an error in case we want to execute builder.exe with an absolute path from a different location, which could be considered a bug or, at least, a not so much elegant implementation",bosch_11__s6,v1.0
AnnoCTR,bosch_11,7,"![](https://lab52.io/blog/wp-content/uploads/2021/07/04.png) Babuk builder path bug We decided to compare the Windows crypter executable with real samples uploaded to public sandboxes, and we could first see useful information that was already suggesting that the builder could indeed be authentic",bosch_11__s7,v1.0
AnnoCTR,bosch_11,8,"![](https://lab52.io/blog/wp-content/uploads/2021/07/050-1024x397.png)Comparison *between real Babuk sample and built sample* We also compared the encryption timing between two samples, getting similar times, which would be a reinforcement about its authenticity since Babuk is Top 3 fastest [ransomware encryption speed](https://twitter.com/CryptoInsane/status/1408342272438005762/photo/2) since they updated their efficiency “flaws” identified by Chuong Dong during his [great analysis](https://chuongdong.com/reverse%20engineering/2021/01/16/BabukRansomware-v3/) of the three versions of Babuk",bosch_11__s8,v1.0
AnnoCTR,bosch_11,9,We were also able to also identify that this was a builder for their last version,bosch_11__s9,v1.0
AnnoCTR,bosch_11,10,"As the final comparison to ensure the authenticity of the sample, we compared the assembly code of both files using a plugin for IDA pro named Diaphora, and resulting to be almost identical",bosch_11__s10,v1.0
AnnoCTR,bosch_11,11,![](https://lab52.io/blog/wp-content/uploads/2021/07/07.png) Not matching functions between real Babuk sample and built sample ![](https://lab52.io/blog/wp-content/uploads/2021/07/06-1.png) Partial matching functions real Babuk sample vs,bosch_11__s11,v1.0
AnnoCTR,bosch_11,12,built sample ![](https://lab52.io/blog/wp-content/uploads/2021/07/08.png)Perfect matching function from real Babuk sample vs,bosch_11__s12,v1.0
AnnoCTR,bosch_11,13,"built sample As it could be expected, the builder would take the content of note.txt and use it as the ransomware note that it would be dropped in the infected machines",bosch_11__s13,v1.0
AnnoCTR,bosch_11,14,"Since Babuk decided not to use any packing mechanism, we could also spot in clear text the ransom note and the rest of the space reserved for the ransomware note inside the built binaries",bosch_11__s14,v1.0
AnnoCTR,bosch_11,15,"![](https://lab52.io/blog/wp-content/uploads/2021/07/09.png) Strings of built sample ![](https://lab52.io/blog/wp-content/uploads/2021/07/10.png) Hex content of built sample After this, we decided to take a deeper look into the actual builder executable, and we found out that we could pass as a second argument an actual eliptic curve encyption key, instead of letting the builder generate it for us, allowing the ransomware operator to use the same decryption executable for different builds",bosch_11__s15,v1.0
AnnoCTR,bosch_11,16,"Furthermore, it has been observed that, if no encyption key is specified as an argument, the key would be generated randomly",bosch_11__s16,v1.0
AnnoCTR,bosch_11,17,"![](https://lab52.io/blog/wp-content/uploads/2021/07/11-Copy-1024x729.png) Argument parsing of Babuk builder It could also be predictable that the builder would use the binary files as templates, and we could identify this operations within the assembly code, where it would first read the “template” file, modify it, and finally write the modification as a new file in the specified folder",bosch_11__s17,v1.0
AnnoCTR,bosch_11,18,"![](https://lab52.io/blog/wp-content/uploads/2021/07/12.png) Babuk builder read of binary files as Templates ![](https://lab52.io/blog/wp-content/uploads/2021/07/13.png) Babuk builder write of output binary files Since Babuk binaries did not use any packer, anyone having these files and a deep knowledge about them, could have written this builder",bosch_11__s18,v1.0
AnnoCTR,bosch_11,19,"However, according to the compilation dates which seem legit, we do not think this is the actual scenario",bosch_11__s19,v1.0
AnnoCTR,bosch_11,20,"About the decrypter, we have not analyzed its code, but during the tests we realized that it does not contain the eliptic curve keys hardcoded, therefore it needs to be run from a command prompt located in the same folder than these generated keys",bosch_11__s20,v1.0
AnnoCTR,bosch_11,21,"We could also identify that it works, but it takes a ridiculous amount of time to decrypt go through the whole disk and decrypt all the files",bosch_11__s21,v1.0
AnnoCTR,bosch_11,22,This could be considered important since new ransomware gangs could try to take advantage of this leak for their own Raas “startup”,bosch_11__s22,v1.0
AnnoCTR,bosch_11,23,"However, it is also valuable for researchers since it will allow us to generate better detection rules, or even track new unofficial variations of the ransomware family.",bosch_11__s23,v1.0
AnnoCTR,bosch_12,0,"TokyoX: DLL side-loading an unknown artifact January 10, 2022 During Christmas holidays, Lab52 has been analyzing a sample which loads an artifact that we have decided to refer to as “TokyoX” since no similarities have been found as to any known malware, which we usually detect in open sources",bosch_12__s0,v1.0
AnnoCTR,bosch_12,1,"However, we cannot confirm so far that it is indeed a new family of malware",bosch_12__s1,v1.0
AnnoCTR,bosch_12,2,"The first thing we identified was a DLL (382b3d3bb1be4f14dbc1e82a34946a52795288867ed86c6c43e4f981729be4fc) which had the following timestamps in VirusTotal at the time of the current analysis, and was uploaded from Russia via web site: Creation Time 2021-12-09 02:46:43 First Submission 2021-12-09 08:48:20 Last Submission 2021-12-09 08:48:20 Last Analysis 2021-12-23 23:38:08 Some antivirus engines tagged the sample as PlugX, but it seems that the attribution might be due to the final payload’s loading mechanism: DLL sideloading with an encrypted payload in the same directory",bosch_12__s2,v1.0
AnnoCTR,bosch_12,3,After analyzing the final payload we could not find any similarities with other known samples from PlugX other than the loading TTPs,bosch_12__s3,v1.0
AnnoCTR,bosch_12,4,This DLL had a related .zip file with the name планирование.zip (translated to as planning.zip),bosch_12__s4,v1.0
AnnoCTR,bosch_12,5,"When unzipping, the following files are observed: ![](https://lab52.io/blog/wp-content/uploads/2022/01/00.png) The legitimate file Creative.exe, an encrypted Data file and the version.dll DLL, which implements the loader function for the Data file, and therefore responsible of mapping the “TokyoX”",bosch_12__s5,v1.0
AnnoCTR,bosch_12,6,"If we execute it from a path which is not final or the expected by the malware, it replicates to another path and executes from there, which is something it does have in common with some PlugX dll loaders: ![](https://lab52.io/blog/wp-content/uploads/2022/01/01.png) Once executed, we observe how the netsh.exe process tries to establish connections with port 443 of the IP address 31.192.107[.]187",bosch_12__s6,v1.0
AnnoCTR,bosch_12,7,In this analysis we will focus on different aspects about the process; from double-clicking the binary 123.exe process (which is a copy of Creative.exe but in another path) to the execution of “TokyoX” already decrypted in memory,bosch_12__s7,v1.0
AnnoCTR,bosch_12,8,"The first thing we observe within the process is how the version.dll library prepares the decryption and the final payload’s loading in the remote process: In fact, we can see how the content of the Data file is read in the code section of version.dll: ![](https://lab52.io/blog/wp-content/uploads/2022/01/02-1024x387.png) If we edit the Data file with a hexadecimal editor we will see their values, which will help us to identify it in memory later (beginning with E3 84): ![](https://lab52.io/blog/wp-content/uploads/2022/01/03.png) After reading the file from disk, a child process netsh.exe is created",bosch_12__s8,v1.0
AnnoCTR,bosch_12,9,"This just-created child process is where several new memory segments will be located (a total of 5, including the final decrypted payload) to decrypt the final “TokyoX” payload",bosch_12__s9,v1.0
AnnoCTR,bosch_12,10,The APIs which were observed for the creation and writing of the remote process are the native APIs NtAllocateVirtualmemory and NtwriteVirtualmemory,bosch_12__s10,v1.0
AnnoCTR,bosch_12,11,"First, it creates two segments: 100Kb where the encrypted payload is located and which comes from the disc, and another one of 4Kb",bosch_12__s11,v1.0
AnnoCTR,bosch_12,12,"In the 4Kb segment we observe how the following string is set (which will be the string used for the decrypting process): ![](https://lab52.io/blog/wp-content/uploads/2022/01/04-1024x292.png) The other memory segment of 100Kb contains the following (encrypted content, as we see how it matches the content from Data file on Disk): ![](https://lab52.io/blog/wp-content/uploads/2022/01/05-1024x784.png) After the creation of these two segments, a third segment is allocated, where it is loaded the absolute memory addresses from several win32 APIs (VirtualAlloc, LoadLibrary, GetProcAddress, the home address of the coded payload, etc.for its later use by the loader: ![](https://lab52.io/blog/wp-content/uploads/2022/01/06.png) We can notice how the segment will have the memory addresses (starting from 123.exe they are located in netsh.exe segment through the version.dll code): ![](https://lab52.io/blog/wp-content/uploads/2022/01/07-1024x131.png) Then, another segment of 4Kb is created where it loads the code that will decrypt and load the final payload",bosch_12__s12,v1.0
AnnoCTR,bosch_12,13,"![](https://lab52.io/blog/wp-content/uploads/2022/01/08.png) Finally, the “TokyoX” loader runs from the DLL (version.dll) in netsh.exe through the API NtcreateThreadEx and we see the start of the last page created in the stack: ![](https://lab52.io/blog/wp-content/uploads/2022/01/09-1024x476.png) After the execution of NtCreateThreadEx, as indicated, the loader is initiated in netsh.exe in the segment: ![](https://lab52.io/blog/wp-content/uploads/2022/01/10.png) Once the execution is moved to the netsh.exe process, it takes the string located in the initial 4Kb segment, copies it into the stack and replicates it (0x100, 256 bytes) to match the specific block size of 256bytes",bosch_12__s13,v1.0
AnnoCTR,bosch_12,14,In the following screenshots we can observe how the block ends with the string “!Up,bosch_12__s14,v1.0
AnnoCTR,bosch_12,15,when it reaches the value 0x100 in hexadecimal,bosch_12__s15,v1.0
AnnoCTR,bosch_12,16,"![](https://lab52.io/blog/wp-content/uploads/2022/01/11.png) ![](https://lab52.io/blog/wp-content/uploads/2022/01/12.png) After the block is created with the replicated string, the values from 00 to FF are found and used for the decrypting process",bosch_12__s16,v1.0
AnnoCTR,bosch_12,17,"![](https://lab52.io/blog/wp-content/uploads/2022/01/13.png) At this point, the loader transforms the 00-FF block with a series of additions combining the replicated string’s block with the 00-FF block, as we can see: ![](https://lab52.io/blog/wp-content/uploads/2022/01/14.png) The combination of the blue block (in following image) and the 00-FF block (pointed in red in previous image) results in the following block in memory, marked in red in the image: ![](https://lab52.io/blog/wp-content/uploads/2022/01/15.png) On the next step, the loader reads the initial argument, arg0, whose value is 0x900000 and points at the 4Kb block, which stores the absolute addresses to different API from Win32: ![](https://lab52.io/blog/wp-content/uploads/2022/01/16.png) After this, the decrypting process for the final payload begins",bosch_12__s17,v1.0
AnnoCTR,bosch_12,18,"The decrypting process gets two values from the second block, exchanges and adds them, and the result serves as a final index to recover the element from the second block with which the xor will be achieved through the coded block",bosch_12__s18,v1.0
AnnoCTR,bosch_12,19,This description of the decryption algorythm has been identified as the **RC4 algorythm**,bosch_12__s19,v1.0
AnnoCTR,bosch_12,20,"![](https://lab52.io/blog/wp-content/uploads/2022/01/17.png) After the decryption process, we find a PE binary, as seen in the following image",bosch_12__s20,v1.0
AnnoCTR,bosch_12,21,"In this case, the payload does not start with the traditional MZ header but the string “tokyo”: ![](https://lab52.io/blog/wp-content/uploads/2022/01/18.png) Then, we see how it loads the VirtualAlloc absolute address (0x77211856) from the segment previously created: ![](https://lab52.io/blog/wp-content/uploads/2022/01/Screenshot-from-2022-01-10-16-37-59-1024x307.png) This creates another memory segment in the process netsh.exe with RWX licenses (that of 116Kb) which will be used to load the PE: ![](https://lab52.io/blog/wp-content/uploads/2022/01/20-1024x89.png) In this new segment, it maps the binary using the virtual addresses as the regular Windows PE loader would do",bosch_12__s21,v1.0
AnnoCTR,bosch_12,22,"Then, it calls the API LoadLibraryA (it has the address since the DLL saved it in the memory segment) of the strings located in the mapped block: ![](https://lab52.io/blog/wp-content/uploads/2022/01/21-3-1024x363.png) Then it calls GetProcAddress() to get the addresses of certain functions: ![](https://lab52.io/blog/wp-content/uploads/2022/01/22-1024x441.png) ![](https://lab52.io/blog/wp-content/uploads/2022/01/23.png) Next, the libraries and functions block may be appreciated: ![](https://lab52.io/blog/wp-content/uploads/2022/01/24.png) After the correct mapping and having loaded the necessary libraries for its proper functioning, it calls EAX to run the decrypted and mapped payload: ![](https://lab52.io/blog/wp-content/uploads/2022/01/25-1024x452.png) ![](https://lab52.io/blog/wp-content/uploads/2022/01/26.png) To summarize, this article goes through the process followed in memory after executing the Creative Cloud application until deploying TokyoX in memory",bosch_12__s22,v1.0
AnnoCTR,bosch_12,23,"This DLL sideloading style is often linked to APT groups whose attribution is also linked to China, however being a known technique as it is, we are not able to consider any feasible attribution at the moment",bosch_12__s23,v1.0
AnnoCTR,bosch_12,24,"As reviewed at the beginning of the article, what we have named as “TokyoX” has not been identified as a known malware so far (at least, with the sources that we have)",bosch_12__s24,v1.0
AnnoCTR,bosch_12,25,"Additionally, at some point of the analysis we identified a tool used by this group for the creation of version.dll, which pretends to be a Windows DLL located in SysWOW/System32",bosch_12__s25,v1.0
AnnoCTR,bosch_12,26,"The string “AheadLib” found among the code of the malicious version.dll drew our attention, and we quickly found two chinese (casually or not) GitHub repositories with the source code of some tool called AheadLib",bosch_12__s26,v1.0
AnnoCTR,bosch_12,27,"![](https://lab52.io/blog/wp-content/uploads/2022/01/27.png) ![](https://lab52.io/blog/wp-content/uploads/2022/01/28.png) Basically, this tool will allow you to create a C++ source code file, implementing a DLL with the same exported functions as a given DLL",bosch_12__s27,v1.0
AnnoCTR,bosch_12,28,For the purpose of the current analysis we generated a source code file using this tool and giving the legitimate version.dll as input,bosch_12__s28,v1.0
AnnoCTR,bosch_12,29,![](https://lab52.io/blog/wp-content/uploads/2022/01/29.png) In the shown screenshot we can see on the left side the pseudocode generated by IDA Pro while analyzing the malicious version.dll sample,bosch_12__s29,v1.0
AnnoCTR,bosch_12,30,"On the right side, we can observe the source code automatically generated by AheadLib using the legitimate version.dll as input",bosch_12__s30,v1.0
AnnoCTR,bosch_12,31,"Even though the exported functions are not shown in the previous image, we can appreciate how there is a perfect match between both snippets",bosch_12__s31,v1.0
AnnoCTR,bosch_12,32,Read the second part of the analysis of the final “TokyoX” RAT and its capacities [here](https://lab52.io/blog/tokyox-dll-side-loading-an-unknown-artifact-part-2/),bosch_12__s32,v1.0
AnnoCTR,bosch_12,33,**IOCs** -------- * 382b3d3bb1be4f14dbc1e82a34946a52795288867ed86c6c43e4f981729be4fc * 31.192.107[.]187:443 Customers with Lab52’s APT intelligence private feed service already have more tools and means of detection for this campaign,bosch_12__s33,v1.0
AnnoCTR,bosch_12,34,"In case of having threat hunting service or being client of S2Grupo CERT, this intelligence has already been applied",bosch_12__s34,v1.0
AnnoCTR,bosch_12,35,"If you need more information about Lab52’s private APT intelligence feed service, you can contact us through the [following link](https://lab52.io/contact)",bosch_12__s35,v1.0
AnnoCTR,bosch_13,0,"TokyoX: DLL side-loading an unknown artifact (Part 2) January 12, 2022 As we mentioned in [the previous post](https://lab52.io/blog/tokyox-dll-side-loading-an-unknown-artifact/), we have performed an analysis of the threat which, lacking further information, we have not been able to identify it as a known threat",bosch_13__s0,v1.0
AnnoCTR,bosch_13,1,"Thus, for the moment, we will keep referring to it as TokyoX",bosch_13__s1,v1.0
AnnoCTR,bosch_13,2,"This threat can only be found in memory, since it is encrypted on disk and its loading is performed as described in the previous post",bosch_13__s2,v1.0
AnnoCTR,bosch_13,3,"After the whole loading process, the first thing the threat does is to check for the existence of a mutex in the system with the name “aftdoslm” and if it finds it, it terminates its execution in order to avoid multiple instances of the threat running in parallel",bosch_13__s3,v1.0
AnnoCTR,bosch_13,4,"![](https://lab52.io/blog/wp-content/uploads/2022/01/1.png) It then generates a 32-character string similar to a md5 hash from the computer’s file system and Volume information, which is used as the victim ID and placed at the beginning of every packet it sends to the command and control server: ![](https://lab52.io/blog/wp-content/uploads/2022/01/2.png) It then obtains the user name, computer name, local IP and operating system version, with which it builds a string and generates a first packet for the C2: At the time of the analysis the command and control server was not available",bosch_13__s4,v1.0
AnnoCTR,bosch_13,5,"For that reason, some fields of the packets a priori not used by the threat, could not be identified",bosch_13__s5,v1.0
AnnoCTR,bosch_13,6,"However, from the analysis of the threat assembly, it has been possible to observe that the response of the C2 is very similar to those sent by the threat, since it most likely contains the first 44 bytes of the threat request or a very similar content: the victim ID (in red) , the first three dwords (in green)",bosch_13__s6,v1.0
AnnoCTR,bosch_13,7,"After that part, it will have a fourth dword (in blue) that consists of a command code supported by the threat, after which, depending on the command, it may contain one information or another (in yellow)",bosch_13__s7,v1.0
AnnoCTR,bosch_13,8,"![](https://lab52.io/blog/wp-content/uploads/2022/01/3.png) The command code in question goes in LittleEndian, so for the command 7010, the field should contain “10 70 00 00”",bosch_13__s8,v1.0
AnnoCTR,bosch_13,9,"Inside the threat code, a switch can be found that identifies 6 different commands: ![](https://lab52.io/blog/wp-content/uploads/2022/01/4-1024x332.png) The first one is “6010”, which can be seen in the screenshot along with the contents of the network packet",bosch_13__s9,v1.0
AnnoCTR,bosch_13,10,"This command is not among the options accepted by the threat, but it is the one that the threat itself uses when it sends the first packet to the command and control server, and we assume that it is the one used as a beacon when it does not intend to do anything, since a command that is not supported by the switch statement will simply cause a 5-minute sleep and a new request to C2 after this time",bosch_13__s10,v1.0
AnnoCTR,bosch_13,11,Second comes the “6011” command which is relatively interesting since it first calls a function that will delete all the infection files and terminate the execution of the threat,bosch_13__s11,v1.0
AnnoCTR,bosch_13,12,"The fact that makes it interesting to us is that after this call, inside the switch that controls each command, it appears again as a command to perform no action (in this case it should be the 6010 probably) and make another request to C2, although this code will never be executed because the initial function will close the process",bosch_13__s12,v1.0
AnnoCTR,bosch_13,13,![](https://lab52.io/blog/wp-content/uploads/2022/01/5.png) The next command is “7010” which scans the disks installed in the computer using the “GetLogicalDriveStringsW” API and sends the results to the command and control server,bosch_13__s13,v1.0
AnnoCTR,bosch_13,14,"The command “7011” imitates the “Dir” command as it receives after the code a folder path, and allows it to list the content of a folder, showing hidden and system files too",bosch_13__s14,v1.0
AnnoCTR,bosch_13,15,"![](https://lab52.io/blog/wp-content/uploads/2022/01/6.png) The next command “7017” expects, after the command code, a structure with three dwords followed by a path with a filename, and allows to upload a file from the attacking computer to the victim machine",bosch_13__s15,v1.0
AnnoCTR,bosch_13,16,"In order to do so, it first creates an empty file and then generates a new thread that will make a second request to the command and control server",bosch_13__s16,v1.0
AnnoCTR,bosch_13,17,"Within the response from the C2, this request expects the contents of the file to be uploaded, which the requesting thread will store in the file generated by the main thread",bosch_13__s17,v1.0
AnnoCTR,bosch_13,18,"![](https://lab52.io/blog/wp-content/uploads/2022/01/7.png) Similarly, the command “7018” also expects after the command code a structure with three dwords, identical to the “7017” command, followed by a path with a filename",bosch_13__s18,v1.0
AnnoCTR,bosch_13,19,"In this case, it generates a new thread that tries to read that file within the victim computer and makes a second request to the C2 containing the raw content, allowing the attacker to exfiltrate files from the infected computer",bosch_13__s19,v1.0
AnnoCTR,bosch_13,20,"With respect to the three dwords received before the file path, it has only been possible to identify the third one for the moment, which consists of the total size of the file to be sent or received and is used before obtaining the file to reserve a buffer of that size, plus one in the Heap of the application in order to recover the content there before dumping it to disk or reading it from disk",bosch_13__s20,v1.0
AnnoCTR,bosch_13,21,"Finally, there is the “8001” command with a command string to be run in a cmd.exe shell, since it calls CreateProcessW for “cmd.exe” with the input and output redirected by anonymous pipes to the executable itself",bosch_13__s21,v1.0
AnnoCTR,bosch_13,22,"Then, it executes the command received in the request and replies to the C2 with the output of that command, thus forming a remote Shell of the victim machine",bosch_13__s22,v1.0
AnnoCTR,bosch_13,23,"![](https://lab52.io/blog/wp-content/uploads/2022/01/8.png) ![](https://lab52.io/blog/wp-content/uploads/2022/01/9.png) Although **we do not have enough evidence to make any kind of attribution**, there are some characteristic TTPs in the infection chain: the attacker using a Dll-sideload with a legitimate binary and a library, the fact that the library is responsible for decrypting and executing a third encrypted file in memory, and the fact of removing the MZ characters from the beginning of the binary and replacing them with another string",bosch_13__s23,v1.0
AnnoCTR,bosch_13,24,"This last characteristic is very common in APT groups that use PlugX as the main threat, where instead of using “tokyo” to replace MZ, they usually add “plug” at the beginning, which has motivated the name of the threat",bosch_13__s24,v1.0
AnnoCTR,bosch_13,25,"All of this explains [the attribution of this hash to PlugX](https://www.virustotal.com/gui/file/382b3d3bb1be4f14dbc1e82a34946a52795288867ed86c6c43e4f981729be4fc/detection) by some antivirus engines, although as it has been observed in the post, it is a somewhat smaller threat, which is not developed in Delphi as plugx and that keeps a greater resemblance to HttpBrowser in terms of capabilities",bosch_13__s25,v1.0
AnnoCTR,bosch_13,26,"However, HttpBrowser does not share code or style of command codes with this sample, so it is most likely a different tool for the first infection stage",bosch_13__s26,v1.0
AnnoCTR,bosch_13,27,| aftdoslma | Mutex | | C:\Users\Public\Z46F4501-F44G-4DLS-AV8E-4E4DFDY918FG-DL5F102TVSFG7 | Path | | 382b3d3bb1be4f14dbc1e82a34946a52795288867ed86c6c43e4f981729be4fc | Dll | | 3493331e8f6151a37a48d11243e0fa32e756e8ca78a454912630865b48a43693 | TokyoX ciphered | | 6370aa86e4bd2079913553bf34a5fe983b54d4907d168b278d6fe3caaf278d13 | Zip File | | 31.192.107[.]187:443 | C2 | Customers with Lab52’s APT intelligence private feed service already have more tools and means of detection for this campaign,bosch_13__s27,v1.0
AnnoCTR,bosch_13,28,"In case of having threat hunting service or being client of S2Grupo CERT, this intelligence has already been applied",bosch_13__s28,v1.0
AnnoCTR,bosch_13,29,"If you need more information about Lab52’s private APT intelligence feed service, you can contact us through the [following link](https://lab52.io/contact)",bosch_13__s29,v1.0
AnnoCTR,bosch_14,0,"New TransparenTribe Operation: Targeting India with weaponized COVID-19 lure documents January 24, 2022 Over the last months, lab52 has been researching an attack campaign which targets government and military personnel of India",bosch_14__s0,v1.0
AnnoCTR,bosch_14,1,"In fact, targeting the Indian government seems to be one of the key indicators of the group that may be behind this attack",bosch_14__s1,v1.0
AnnoCTR,bosch_14,2,"Furthermore, some of the artifacts and infrastructure used to carry out the novel infection campaign are strongly related to the threat group Transparent Tribe",bosch_14__s2,v1.0
AnnoCTR,bosch_14,3,"Initially, Lab52 detected a suspicious IMG file (Covid\_Letter.img – 948dffef9a11c11a6d81905e59ca1882) that was uploaded in VirusTotal via the web site from India, with upload date 09-06-2021",bosch_14__s3,v1.0
AnnoCTR,bosch_14,4,This file may have been sent attached to an email and contains a PDF document and some artifacts in order to display a decoy PDF to the user and initiate the infection process in the background,bosch_14__s4,v1.0
