"assertion_id","report_id","sentence_id","evidence_id","prediction_id","attack_id","validation_status","validation_basis","review_required","checked_for_kg","kg_stage","graph_version","is_benchmark_data"
"gold::AnnoCTR::bosch_25::T1606","report::AnnoCTR::bosch_25","","","","T1606","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1016","report::AnnoCTR::bosch_26","","","","T1016","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1027","report::AnnoCTR::bosch_26","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1033","report::AnnoCTR::bosch_26","","","","T1033","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1047","report::AnnoCTR::bosch_26","","","","T1047","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1048","report::AnnoCTR::bosch_26","","","","T1048","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1053","report::AnnoCTR::bosch_26","","","","T1053","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1055","report::AnnoCTR::bosch_26","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1056","report::AnnoCTR::bosch_26","","","","T1056","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1057","report::AnnoCTR::bosch_26","","","","T1057","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1059","report::AnnoCTR::bosch_26","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1071","report::AnnoCTR::bosch_26","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1082","report::AnnoCTR::bosch_26","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1087","report::AnnoCTR::bosch_26","","","","T1087","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1105","report::AnnoCTR::bosch_26","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1112","report::AnnoCTR::bosch_26","","","","T1112","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1113","report::AnnoCTR::bosch_26","","","","T1113","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1115","report::AnnoCTR::bosch_26","","","","T1115","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1124","report::AnnoCTR::bosch_26","","","","T1124","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1125","report::AnnoCTR::bosch_26","","","","T1125","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1140","report::AnnoCTR::bosch_26","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1185","report::AnnoCTR::bosch_26","","","","T1185","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1203","report::AnnoCTR::bosch_26","","","","T1203","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1204","report::AnnoCTR::bosch_26","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1218","report::AnnoCTR::bosch_26","","","","T1218","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1486","report::AnnoCTR::bosch_26","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1497","report::AnnoCTR::bosch_26","","","","T1497","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1547","report::AnnoCTR::bosch_26","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1552","report::AnnoCTR::bosch_26","","","","T1552","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1555","report::AnnoCTR::bosch_26","","","","T1555","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1560","report::AnnoCTR::bosch_26","","","","T1560","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1562","report::AnnoCTR::bosch_26","","","","T1562","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1564","report::AnnoCTR::bosch_26","","","","T1564","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1566","report::AnnoCTR::bosch_26","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1606","report::AnnoCTR::bosch_26","","","","T1606","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_26::T1608","report::AnnoCTR::bosch_26","","","","T1608","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1027","report::AnnoCTR::bosch_27","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1036","report::AnnoCTR::bosch_27","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1059","report::AnnoCTR::bosch_27","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1071","report::AnnoCTR::bosch_27","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1083","report::AnnoCTR::bosch_27","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1137","report::AnnoCTR::bosch_27","","","","T1137","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1140","report::AnnoCTR::bosch_27","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1204","report::AnnoCTR::bosch_27","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1566","report::AnnoCTR::bosch_27","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_27::T1589","report::AnnoCTR::bosch_27","","","","T1589","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1001","report::AnnoCTR::bosch_28","","","","T1001","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1027","report::AnnoCTR::bosch_28","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1041","report::AnnoCTR::bosch_28","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1055","report::AnnoCTR::bosch_28","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1059","report::AnnoCTR::bosch_28","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1071","report::AnnoCTR::bosch_28","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1105","report::AnnoCTR::bosch_28","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1106","report::AnnoCTR::bosch_28","","","","T1106","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1132","report::AnnoCTR::bosch_28","","","","T1132","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1137","report::AnnoCTR::bosch_28","","","","T1137","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1140","report::AnnoCTR::bosch_28","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1204","report::AnnoCTR::bosch_28","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1218","report::AnnoCTR::bosch_28","","","","T1218","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1437","report::AnnoCTR::bosch_28","","","","T1437","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1566","report::AnnoCTR::bosch_28","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_28::T1592","report::AnnoCTR::bosch_28","","","","T1592","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1027","report::AnnoCTR::bosch_29","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1036","report::AnnoCTR::bosch_29","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1059","report::AnnoCTR::bosch_29","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1082","report::AnnoCTR::bosch_29","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1105","report::AnnoCTR::bosch_29","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1132","report::AnnoCTR::bosch_29","","","","T1132","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1140","report::AnnoCTR::bosch_29","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1203","report::AnnoCTR::bosch_29","","","","T1203","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1204","report::AnnoCTR::bosch_29","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1496","report::AnnoCTR::bosch_29","","","","T1496","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1497","report::AnnoCTR::bosch_29","","","","T1497","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1564","report::AnnoCTR::bosch_29","","","","T1564","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1566","report::AnnoCTR::bosch_29","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1574","report::AnnoCTR::bosch_29","","","","T1574","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_29::T1583","report::AnnoCTR::bosch_29","","","","T1583","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1027","report::AnnoCTR::bosch_30","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1036","report::AnnoCTR::bosch_30","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1047","report::AnnoCTR::bosch_30","","","","T1047","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1059","report::AnnoCTR::bosch_30","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1078","report::AnnoCTR::bosch_30","","","","T1078","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1083","report::AnnoCTR::bosch_30","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1190","report::AnnoCTR::bosch_30","","","","T1190","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1486","report::AnnoCTR::bosch_30","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_30::T1574","report::AnnoCTR::bosch_30","","","","T1574","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1003","report::AnnoCTR::bosch_31","","","","T1003","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1005","report::AnnoCTR::bosch_31","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1036","report::AnnoCTR::bosch_31","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1041","report::AnnoCTR::bosch_31","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1049","report::AnnoCTR::bosch_31","","","","T1049","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1059","report::AnnoCTR::bosch_31","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1070","report::AnnoCTR::bosch_31","","","","T1070","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1074","report::AnnoCTR::bosch_31","","","","T1074","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1102","report::AnnoCTR::bosch_31","","","","T1102","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1114","report::AnnoCTR::bosch_31","","","","T1114","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1140","report::AnnoCTR::bosch_31","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1204","report::AnnoCTR::bosch_31","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1539","report::AnnoCTR::bosch_31","","","","T1539","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1547","report::AnnoCTR::bosch_31","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1555","report::AnnoCTR::bosch_31","","","","T1555","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1560","report::AnnoCTR::bosch_31","","","","T1560","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1566","report::AnnoCTR::bosch_31","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1567","report::AnnoCTR::bosch_31","","","","T1567","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1592","report::AnnoCTR::bosch_31","","","","T1592","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_31::T1606","report::AnnoCTR::bosch_31","","","","T1606","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1003","report::AnnoCTR::bosch_32","","","","T1003","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1041","report::AnnoCTR::bosch_32","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1059","report::AnnoCTR::bosch_32","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1115","report::AnnoCTR::bosch_32","","","","T1115","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1195","report::AnnoCTR::bosch_32","","","","T1195","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1204","report::AnnoCTR::bosch_32","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1486","report::AnnoCTR::bosch_32","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1496","report::AnnoCTR::bosch_32","","","","T1496","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1499","report::AnnoCTR::bosch_32","","","","T1499","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1539","report::AnnoCTR::bosch_32","","","","T1539","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1555","report::AnnoCTR::bosch_32","","","","T1555","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1573","report::AnnoCTR::bosch_32","","","","T1573","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1586","report::AnnoCTR::bosch_32","","","","T1586","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1589","report::AnnoCTR::bosch_32","","","","T1589","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_32::T1592","report::AnnoCTR::bosch_32","","","","T1592","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1012","report::AnnoCTR::bosch_33","","","","T1012","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1018","report::AnnoCTR::bosch_33","","","","T1018","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1036","report::AnnoCTR::bosch_33","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1055","report::AnnoCTR::bosch_33","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1057","report::AnnoCTR::bosch_33","","","","T1057","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1071","report::AnnoCTR::bosch_33","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1082","report::AnnoCTR::bosch_33","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1083","report::AnnoCTR::bosch_33","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1218","report::AnnoCTR::bosch_33","","","","T1218","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1486","report::AnnoCTR::bosch_33","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1518","report::AnnoCTR::bosch_33","","","","T1518","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1547","report::AnnoCTR::bosch_33","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1562","report::AnnoCTR::bosch_33","","","","T1562","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1564","report::AnnoCTR::bosch_33","","","","T1564","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1566","report::AnnoCTR::bosch_33","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_33::T1573","report::AnnoCTR::bosch_33","","","","T1573","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::TRAM2::tram2_0::T1003.001","report::TRAM2::tram2_0","","","","T1003.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1016","report::TRAM2::tram2_0","","","","T1016","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1027","report::TRAM2::tram2_0","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1047","report::TRAM2::tram2_0","","","","T1047","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1053.005","report::TRAM2::tram2_0","","","","T1053.005","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1056.001","report::TRAM2::tram2_0","","","","T1056.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1057","report::TRAM2::tram2_0","","","","T1057","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1059.003","report::TRAM2::tram2_0","","","","T1059.003","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1078","report::TRAM2::tram2_0","","","","T1078","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1082","report::TRAM2::tram2_0","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1083","report::TRAM2::tram2_0","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1106","report::TRAM2::tram2_0","","","","T1106","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1140","report::TRAM2::tram2_0","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1210","report::TRAM2::tram2_0","","","","T1210","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1218.011","report::TRAM2::tram2_0","","","","T1218.011","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1518.001","report::TRAM2::tram2_0","","","","T1518.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_0::T1570","report::TRAM2::tram2_0","","","","T1570","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1005","report::TRAM2::tram2_1","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1027","report::TRAM2::tram2_1","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1053.005","report::TRAM2::tram2_1","","","","T1053.005","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1055","report::TRAM2::tram2_1","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1059.003","report::TRAM2::tram2_1","","","","T1059.003","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1070.004","report::TRAM2::tram2_1","","","","T1070.004","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1071.001","report::TRAM2::tram2_1","","","","T1071.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1090","report::TRAM2::tram2_1","","","","T1090","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1105","report::TRAM2::tram2_1","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1106","report::TRAM2::tram2_1","","","","T1106","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1140","report::TRAM2::tram2_1","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1204.002","report::TRAM2::tram2_1","","","","T1204.002","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1484.001","report::TRAM2::tram2_1","","","","T1484.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_1::T1574.002","report::TRAM2::tram2_1","","","","T1574.002","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1033","report::TRAM2::tram2_2","","","","T1033","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1053.005","report::TRAM2::tram2_2","","","","T1053.005","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1055","report::TRAM2::tram2_2","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1059.003","report::TRAM2::tram2_2","","","","T1059.003","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1071.001","report::TRAM2::tram2_2","","","","T1071.001","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1082","report::TRAM2::tram2_2","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
"gold::TRAM2::tram2_2::T1105","report::TRAM2::tram2_2","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v1_tram2","True"
